Вобласьць	Раён	Код	OSM:NodeID	Тып	Па-расейску старое	Па-расейску правільнае	osm:name:ru force	Па-беларуску правільнае	lat	lon	comment
Гомель	Гомельский	155502	125679052	ст	Костюковка	Костюковка		Касцюкоўка	52.524166	30.941668	
Гомель	Гомельский	150335	306068070	оп	Кравцовка	Кравцовка		Краўцоўка	52.109444	31.13889	
Гомель	Гомельский	155409	306068334	ст	Лазурная	Лазурная		Лазурная	52.571667	30.881945	
Гомель	Гомельский	150227	306068045	ст	Ларищево	Ларищево		Ларышчава	52.389168	31.179445	
Гомель	Гомельский	150246	306068027	ст	Лисички	Лисички		Лісічкі	52.383335	31.065	
Гомель	Гомельский	155733	1270846446	оп	Плёсы	Плёсы		Плёсы	52.466667	31.058332	
Гомель	Гомельский	154872	306069401	ст	Прибор	Прибор		Прыбар	52.4	30.758055	
Гомель	Гомельский	150621	1787115793	оп	Радуга	Радуга		Радуга	52.167778	31.119167	
Гомель	Гомельский	154919	306069421	оп	Рандовский	Рандовский		Рандоўскі	52.419445	30.841667	
Гомель	Гомельский	155767	306068032	оп	Романовичи	Романовичи		Раманавічы	52.426945	31.09389	
Гомель	Гомельский	154923	306069403	оп	Сады	Сады		Сады	52.406387	30.776945	
Гомель	Гомельский	155714	1232016641	ст	Сож	Сож		Сож	52.49861	30.987778	
Гомель	Гомельский	150277	306068075	оп	Соколка	Соколка		Саколка	52.323334	31.183332	
Гомель	Гомельский	150301	306068064	ст	Терюха	Терюха		Церуха	52.21389	31.103333	
Гомель	Гомельский	150265	306068066	ст	Уть	Уть		Уць	52.305832	31.080555	
Гомель	Гомельский	154868	0	оп	Щербовка	Шербовка		Шчэрбаўка	52.38861	30.696945	
Гомель	Добрушский	150778	0	пп	151 км				52.148613	31.44139	
Гомель	Добрушский	150636	2308993052	оп	Борок	Борок		Барок	52.273335	31.321945	
Гомель	Добрушский	150710	1774842361	оп	Грушевка	Грушевка		Грушаўка	52.183334	31.461111	
Гомель	Добрушский	150509	306068060	ст	Добруш	Добруш		Добруш	52.4	31.323889	
Гомель	Добрушский	150231	1110204953	оп	Дударево	Дударево		Дударава	52.38889	31.220556	
Гомель	Добрушский	150513	306067993	ст	Закопытье	Закопытье		Закапыцце	52.433613	31.480278	
Гомель	Добрушский	150640	306068018	оп	Иваки	Иваки		Івакі	52.26361	31.344444	
Гомель	Добрушский	150725	306067988	оп	Красная Буда	Красная Буда		Красная Буда	52.176945	31.49	
Гомель	Добрушский	150903	306067987	ст	Круговец	Круговец		Кругавец	52.173332	31.690277	
Гомель	Добрушский	150763	306067991	оп	Куток	Куток		Куток	52.144444	31.444445	
Гомель	Добрушский	150759	306067984	оп	Ленинодар	Лениндар	Ленинодар	Леніндар	52.173332	31.6375	
Гомель	Добрушский	150744	306068006	оп	Лукьяновка	Лукьяновка		Лук'янаўка	52.166943	31.589167	
Гомель	Добрушский	150739	306068004	оп	Мошок	Мошок		Машок	52.168335	31.54861	
Гомель	Добрушский	150617	306068023	оп	Носовичи	Носовичи		Насовічы	52.283333	31.277779	
Гомель	Добрушский	150655	1883015015	оп	Прудовка	Прудовка		Прудоўка	52.238888	31.38611	
Гомель	Добрушский	150706	306067996	ст	Тереховка	Тереховка		Церахоўка	52.20861	31.419445	
Гомель	Ельский	151234	2873675824	оп	Богутичи	Богутичи		Багуцічы	51.75889	29.126389	
Гомель	Ельский	151304	306064705	ст	Ельск	Ельск		Ельск	51.820835	29.153889	
Гомель	Ельский	151215	306064652	оп	Забозье	Забозье		Забоззе	51.728333	29.113611	
Гомель	Ельский	151220	2308993127	оп	Новая Рудня	Новая Рудня		Новая Рудня	51.669445	29.086111	
Гомель	Ельский	151130	2015694062	ст	Словечно	Словечно		Славечна	51.631668	29.068056	
Гомель	Житковичский	153314	271041159	ст	Бринёво	Бринёво		Брынёва	52.251945	27.998333	
Гомель	Житковичский	152129	306068852	оп	Бронислав	Бронислав		Браніслаў	52.22778	27.606945	
Гомель	Житковичский	152167	306068841	оп	Дедовка	Дедовка		Дзедаўка	52.231667	27.66361	
Гомель	Житковичский	153301	621144437	ст	Житковичи	Житковичи		Жыткавічы	52.219444	27.857779	
Гомель	Житковичский	152148	306068766	оп	Загорбашье	Загорбашье		Загорбашша	52.231945	27.686666	
Гомель	Житковичский	152152	306068769	оп	Людиневичи	Люденевичи	Людиневичи	Людзяневічы	52.22361	27.75	
Гомель	Житковичский	153329	306068790	ст	Старушки	Старушки		Старушкі	52.253887	28.139166	
Гомель	Жлобинский	155856	306069924	оп	Больница	Больница		Бальніца	52.905556	30.005556	
Гомель	Жлобинский	155042	306069696	ст	Вирский	Вирский		Вірскі	52.88222	30.090279	
Гомель	Жлобинский	155023	306069888	оп	Деповской	Деповской		Дэпоўскі	52.89389	29.998333	
Гомель	Жлобинский	155038	1439596107	ст	Жлобин-Западный	Жлобин-Западный		Жлобін Заходні	52.89528	29.959444	
Гомель	Жлобинский	155004	306069649	ст	Жлобин-Пассажирский			Жлобін Пасажырскі	52.89	30.04139	
Гомель	Жлобинский	154270	306069915	ст	Жлобин-Подольский			Жлобін Падольскі	52.865276	30.027222	
Гомель	Жлобинский	155822	306069923	ст	Жлобин-Северный			Жлобін Паўночны	52.913887	30.006945	
Гомель	Жлобинский	155841	2723565124	ст	Жлобин-Сортировочный	Жлобин Сортировочный		Жлобін Сартавальны	52.890835	30.015556	
Гомель	Жлобинский	154247	306069895	оп	Истопки	Истобки	Истопки	Істобкі	52.795277	29.92361	
Гомель	Жлобинский	148015	306069874	оп	Казимирово	Казимирово		Казімірава	52.929165	29.8725	
Гомель	Жлобинский	155057	306069709	оп	Калыбовка	Калыбовка		Калыбаўка	52.85611	30.166666	
Гомель	Жлобинский	148000	306069795	ст	Красный Берег	Красный Берег		Красны Бераг	52.951946	29.787777	
Гомель	Жлобинский	148027	1439596127	оп	Малевичи	Малевичи		Малевічы	52.918335	29.91361	
Гомель	Жлобинский	155080	1796425563	оп	Металлург	Металлург (Жлобинск.)	Металлург	Металург	52.869446	30.132778	
Гомель	Жлобинский	154232	1055284264	ст	Мормаль	Мормаль		Мормаль	52.780556	29.902779	
Гомель	Жлобинский	154251	306069893	оп	Нивы	Нивы		Нівы	52.815	29.949722	
Гомель	Жлобинский	155837	0	оп	Новые Луки	Новые Луки		Новыя Лукі	52.96	30.008888	
Гомель	Жлобинский	155112	306069782	ст	Салтановка	Салтановка		Салтанаўка	52.818054	30.334723	
Гомель	Жлобинский	154213	306069822	оп	Сельное	Сельное		Сельнае	52.691113	29.762777	
Гомель	Жлобинский	154266	306069884	оп	Солоное	Солоное	Солоноя	Саланое	52.846943	29.997223	
Гомель	Жлобинский	155076	306069733	оп	Старая Рудня	Старая Рудня		Старая Рудня	52.84083	30.280556	
Гомель	Жлобинский	155061	221921314	ст	Хальч	Хальч		Хальч	52.85278	30.197222	
Гомель	Жлобинский	154228	306069807	ст	Ящицы	Ящицы		Яшчыцы	52.72361	29.820833	
Гомель	Калинковичский	153850	306064604	ст	Голевицы	Голевицы		Галявіцы	52.16111	29.494444	
Гомель	Калинковичский	154105	306064609	ст	Горочичи	Горочичи		Гарочычы	52.27	29.421944	
Гомель	Калинковичский	153827	306064612	оп	Дубровичи	Дубровичи		Дубровічы	52.15972	29.354166	
Гомель	Калинковичский	153831	306064607	оп	Дудичи	Дудичи		Дудзічы	52.183334	29.367222	
Гомель	Калинковичский	153808	503706349	ст	Калинковичи				52.139168	29.315277	
Гомель	Калинковичский	153846	0	оп	Калинковичи-Восточные				52.14111	29.348612	
Гомель	Калинковичский	153899	0	оп	Калинковичи-Западные	Калинковичи-Западные		Калінкавічы Заходнія	52.135555	29.276388	
Гомель	Калинковичский	153916	2674818137	оп	Калинковичи-Южные	Калинковичи-Южные		Калінкавічы Паўднёвыя	52.12361	29.272223	
Гомель	Калинковичский	154444	306064640	оп	Кастрычник	Кастрычник		Кастрычнік	52.248333	29.733334	
Гомель	Калинковичский	153723	306064649	ст	Кацуры	Кацуры		Кацуры	52.16528	29.025	
Гомель	Калинковичский	153742	674417813	ст	Клинск	Клинск		Клінск	52.145832	29.14889	
Гомель	Калинковичский	153873	306064645	оп	Лозки	Лозки		Лозкі	52.19639	29.618055	
Гомель	Калинковичский	153812	2907179583	оп	Мелькомбинат	Мелькомбинат		Мелькамбінат	52.140556	29.333055	
Гомель	Калинковичский	153884	306064643	ст	Нахов	Нахов		Нахаў	52.220833	29.6725	
Гомель	Калинковичский	153757	306064728	оп	Руднянский	Руднянский		Руднянскі	52.134445	29.225	
Гомель	Калинковичский	153738	306064682	оп	Садки	Садки		Садкі	52.15889	29.102777	
Гомель	Калинковичский	154111	306064601	оп	Уболоть	Уболоть		Убалаць	52.481667	29.447222	
Гомель	Калинковичский	154124	306064603	ст	Холодники	Холодники		Халоднікі	52.3625	29.472221	
Гомель	Калинковичский	154016	306064717	ст	Юшки	Юшки		Юшкі	52.215	29.386667	
Гомель	Мозырский	151408	306064714	ст	Барбаров				51.90139	29.271944	
Гомель	Мозырский	151605	616104291	ст	Козенки	Козенки		Козенкі	52.031944	29.181944	
Гомель	Мозырский	151338	306064707	ст	Михалки	Михалки		Міхалкі	51.954166	29.206944	
Гомель	Мозырский	151709	1139323117	ст	Мозырь	Мозырь		Мазыр	52.075554	29.202778	
Гомель	Мозырский	151319	306064709	оп	Мытва	Мытва		Мытва	51.892223	29.186666	
Гомель	Мозырский	151802	2805708708	ст	Пхов	Пхов		Пхоў	52.086113	29.236666	
Гомель	Мозырский	151342	0	оп	Сосновый Бор	Сосновый Бор		Сасновы Бор	51.933613	29.204166	
Гомель	Октябрьский	147328	271043348	ст	Бумажково				52.705555	28.897223	alex73: зьмяніў код 147309->147328 бо няма http://www.rw.by/schedule/suburban/?stid=147309
Гомель	Октябрьский	147417	2128594123	оп	Заозёрщина	Заозерщина		Заазершчына	52.79222	29.001667	
Гомель	Октябрьский	147436	271044584	оп	Мошны	Мошны		Мошны	52.852222	29.05139	
Гомель	Октябрьский	147224	306068861	оп	Новая Дуброва	Новая Дуброва		Новая Дуброва	52.682777	28.88889	
Гомель	Октябрьский	147313	271044587	оп	Оземля	Оземля		Воземля	52.747223	28.931389	
Гомель	Октябрьский	147217	306068857	оп	Октябрьский	Октябрьский		Акцябрскі	52.65	28.876389	
Гомель	Октябрьский	147205	306068937	ст	Рабкор	Рабкор		Рабкор	52.61111	28.847221	
Гомель	Октябрьский	147402	271044590	ст	Ратмировичи	Ратмировичи		Ратміравічы	52.775	28.955833	
Гомель	Октябрьский	147421	271044586	оп	Чёрные Броды	Чёрные Броды		Чорныя Брады	52.81389	29.041666	
Гомель	Петриковский	153526	306068802	оп	Бобрич	Бобрик	Бобрич	Бобрык	52.20889	28.431667	
Гомель	Петриковский	153776	306068915	оп	Борречье	Бобречье	Борречье	Бабрэчча	52.190277	28.733334	
Гомель	Петриковский	153507	306068782	ст	Копцевичи	Копцевичи		Капцэвічы	52.228333	28.31611	
Гомель	Петриковский	153615	306068912	ст	Коржевка	Коржевка		Коржаўка	52.205276	28.650555	
Гомель	Петриковский	153600	306068796	ст	Муляровка	Муляровка		Муляраўка	52.208332	28.564444	
Гомель	Петриковский	153719	306068928	ст	Мышанка	Мышанка		Мышанка	52.175556	28.950277	
Гомель	Петриковский	153511	306068799	оп	Оголичи	Оголичи		Аголічы	52.215	28.380556	
Гомель	Петриковский	153761	306068920	ст	Птичь	Птичь (Калинков.)	Птичь	Пціч	52.18639	28.819166	
Гомель	Речицкий	154726	2686680117	оп	Антополь	Антополь Гомельский		Антопаль Гомельскі	52.337223	30.231945	
Гомель	Речицкий	154425	306064168	ст	Бабичи	Бабичи		Бабічы	52.29111	30.002777	
Гомель	Речицкий	154406	306064170	ст	Василевичи	Василевичи		Васілевічы	52.254444	29.830555	
Гомель	Речицкий	154410	306064160	оп	Ведрич	Ведрич		Ведрыч	52.25139	29.925	
Гомель	Речицкий	154463	271085887	оп	Геолог	Геолог		Геолаг	52.329723	30.108334	
Гомель	Речицкий	154459	2686680075	ст	Демехи	Демехи		Дземяхі	52.33472	30.206112	
Гомель	Речицкий	154552	306064175	оп	Защобье	Защобье		Зашчоб'е	52.175556	29.88139	
Гомель	Речицкий	154826	3060913780	оп	Копань	Копань		Капань	52.379166	30.506945	
Гомель	Речицкий	154430		ст	Лиски	Лиски		Ліскі	52.325	30.5925	
Гомель	Речицкий	154548	306064178	оп	Макановичи	Макановичи		Маканавічы	52.141388	29.903334	
Гомель	Речицкий	154711	306064197	ст	Ребуса	Ребуса		Рабуса	52.3425	30.307222	
Гомель	Речицкий	154800	0	ст	Речица	Речица (Гомельск.)	Речица	Рэчыца	52.349167	30.394722	
Гомель	Речицкий	154478	1836801980	оп	Ритм	Ритм		Рытм	52.331665	30.141666	
Гомель	Речицкий	154815	677383492	ст	Сенозавод	Сенозавод		Сеназавод	52.372223	30.477777	
Гомель	Речицкий	154849	1790526805	оп	Чижовка	Чижовка		Чыжоўка	52.375	30.630278	
Гомель	Речицкий	154834	306064348	ст	Якимовка	Якимовка		Якімаўка	52.368057	30.588888	
Гомель	Рогачёвский	155926	271085840	оп	Задрутье	Задрутье		Задруцце	53.06972	30.01111	
Гомель	Рогачёвский	155818	1843278290	ст	Лукское	Лукское		Лукскае	52.9875	30.008055	
Гомель	Рогачёвский	155907	588647021	ст	Рогачёв	Рогачев		Рагачоў	53.093056	30.052221	
Гомель	Рогачёвский	155803	306069869	ст	Сверкова	Сверково		Сверкава	53.050278	30.008333	
Гомель	Рогачёвский	155911	306069862	ст	Старосельский	Старосельский		Старасельскі	53.199165	30.094166	
Гомель	Светлогорский	154162	271085432	ст	Жердь	Жердь		Жэрдзь	52.54861	29.631945	
Гомель	Светлогорский	154143	306068905	ст	Останковичи	Останковичи		Астанкавічы	52.469444	29.541666	
Гомель	Светлогорский	154139	271085451	оп	Плудим	Плудим		Плудзім	52.408054	29.5025	
Гомель	Светлогорский	154209	331099923	ст	Светлогорск-на-Березине	Светлогорск-на-Березине		Светлагорск-на-Бярэзіне	52.63028	29.716389	
Гомель	Светлогорский	154158	306069845	оп	Узнаж	Узнаж		Узнаж	52.52611	29.586111	
Гомель	Хойникский	154529	306064632	оп	Авраамовская	Авраамовская		Аўраамаўская	51.05111	29.99639	
Гомель	Хойникский	154533	306064635	оп	Избынь	Избынь		Ізбынь	52.099167	29.992222	
Гомель	Хойникский	154514	306064631	оп	Осов	Осов		Восаў	52.016945	30.008612	
Гомель	Хойникский	154507	1778401687	ст	Хойники	Хойники		Хойнікі	51.917778	30.008333	
Гомель		150034	306068292	оп	Гомель-Нечётный	Гомель-Нечётный		Гомель Няцотны	52.447777	30.993055	
Гомель		150000	452534425	ст	Гомель-Пассажирский	Гомель-Пасс.	Гомель-Пассажирский	Гомель Пасажырскі	52.43111	30.991667	
Гомель		150138	306068321	ст	Гомель-Северный	Гомель-Северный		Гомель Паўночны	52.456665	30.947222	
Гомель		150119	306068301	оп	Гомель-Чётный	Гомель-Чётный		Гомель Цотны	52.440834	30.966667	
Гомель		150049	306068340	оп	Мильча	Мильча		Мільча	52.4425	30.930555	
Гомель		150123	0	оп	Никольский Переезд	Микольский Переезд		Мікольскі Пераезд	52.441666	30.9875	
Гомель		150208	306068226	ст	Новобелицкая	Новобелицкая		Навабеліцкая	52.3975	31.03389	
Гомель		150024	306068304	рзд	Светоч	Светоч		Светач	52.49278	30.968056	
Гомель		154904	306068337	ст	Центролит	Центролит		Цэнтраліт	52.430557	30.905556	
Гродно	Берестовицкий	136200	2779764244	ст	Берестовица	Берестовица		Бераставіца	53.11639	23.969444	
Гродно	Берестовицкий	136215	306067759	оп	Жиличи	Жиличи		Жылічы	53.1	24.047222	
Гродно	Волковысский	136249	306067740	ст	Андреевичи	Андреевичи		Андрэeвічы	53.111668	24.302778	
Гродно	Волковысский	136732	306067774	оп	Войтковичи	Войтковичи		Войткавічы	53.151943	24.573055	
Гродно	Волковысский	136713	1124648386	оп	Волковыск-Город	Волковыск-Город		Ваўкавыск-Горад	53.154167	24.450556	
Гродно	Волковысский	136709	306067790	ст	Волковыск-Центральный	Волковыск-Центральный		Ваўкавыск Цэнтральны	53.138054	24.415833	
Гродно	Волковысский	136253	306067739	оп	Голынка	Голынка		Галынка	53.116943	24.365278	
Гродно	Волковысский	137222	2779567190	оп	Даниловцы	Даниловцы		Данілаўцы	53.327778	24.433056	
Гродно	Волковысский	136268	2779764245	оп	Лесники	Лесники		Леснікі	53.11	24.197222	
Гродно	Волковысский	136234	306067746	оп	Мстибово	Мстибово		Мсцібава	53.107777	24.236666	
Гродно	Волковысский	136751	306067788	оп	Подстанция	Подстанция		Падстанцыя	53.229168	24.45139	
Гродно	Волковысский	137307	1366680823	ст	Рось	Рось		Рось	53.293056	24.42639	
Гродно	Вороновский	137805	306067423	ст	Бастуны	Бастуны		Бастуны	54.078888	25.295	
Гродно	Вороновский	137909	159923505	ст	Беняконе	Беняконе		Беняконі	54.245556	24.354723	
Гродно	Вороновский	137816	306067414	оп	Вороново	Вороново		Воранава	54.153057	25.302778	
Гродно	Гродненский	135349	320409987	оп	Бирюличи	Бирюличи		Бірулічы	53.588055	24.163889	
Гродно	Гродненский	135227	320409362	оп	Богушевка	Богушовка	Богушевка	Багушоўка	53.761112	23.96139	
Гродно	Гродненский	135250	2313751582	оп	Бокуны	Бокуны		Бакуны	53.56361	23.708334	
Гродно	Гродненский	135104	320409997	ст	Брузги	Брузги		Брузгі	53.55611	23.672222	
Гродно	Гродненский	135284	2294032846	ст	Гибуличи	Гибуличи		Гібулічы	53.61861	24.77	
Гродно	Гродненский	135335	2618756316	ст	Житомля	Житомля		Жытомля	53.619167	24.109722	
Гродно	Гродненский	135320	320409945	ст	Завадичи	Завадичи		Завадзічы	53.645	24.056389	
Гродно	Гродненский	135212	320409397	оп	Каплица	Каплица		Капліца	53.71528	23.932222	
Гродно	Гродненский	135246		оп	Клочки	Клочки		Клачкі	53.560555	23.696667	
Гродно	Гродненский	135272	1041028413	оп	Коробчицы	Коробчицы		Каробчыцы	53.595276	23.760834	
Гродно	Гродненский	134949	1040872569	оп	Лихачи	Лихачи		Ліхачы	53.928333	24.2	
Гродно	Гродненский	134924	2313751584	оп	Лосево	Лосево		Лосева	53.859722	24.106112	
Гродно	Гродненский	135316	1816630311	оп	Мурованка	Мурованка		Мураванка	53.656387	24.022223	
Гродно	Гродненский	135265	2313751585	ст	Немейщизна	Немейщизна		Нямейшчына	53.57611	23.750278	
Гродно	Гродненский	134915	2313751587	оп	Пересельцы	Пересельцы		Перасельцы	53.830276	24.0725	
Гродно	Гродненский	134972	1040927394	ст	Поречье	Поречье		Парэчча	53.886112	24.13611	
Гродно	Гродненский	135231	320409351	оп	Рыбница	Рыбница		Рыбніца	53.82	24.038334	
Гродно	Гродненский	134953	1040872412	оп	Салатье	Салатье		Салацце	53.913612	24.175278	
Гродно	Гродненский	135405	2618756321	ст	Скидель	Скидель		Скідзель	53.572224	24.226667	
Гродно	Гродненский	134968	1040872335	оп	Узбережь	Узбережь		Узбераж	53.941666	24.222221	
Гродно	Гродненский	134987	2166592518	оп	Учитель	Учитель		Настаўнік	53.933334	24.083334	
Гродно	Гродненский	135415	578003878	оп	Хвойняны	Хвойняны		Хвайняны	53.536945	24.274166	
Гродно	Гродненский	134934	320409331	оп	Чернуха	Чернуха		Чарнуха	53.91611	24.106945	
Гродно	Дятловский	138225	306067476	ст	Выгода	Выгода		Выгода а	53.351665	25.6025	
Гродно	Дятловский	138210	503548086	оп	Дворец	Дворец		Дварэц	53.40278	25.583334	
Гродно	Дятловский	138259	2313752949	оп	Клишевичи	Клишевичи		Клішавічы	53.545834	25.522223	
Гродно	Дятловский	138206	306067480	ст	Новоельня	Новоельня		Наваельня	53.46389	25.588612	
Гродно	Дятловский	138230	306067460	оп	Хорошки	Хорошки		Харашкі	53.327778	25.6175	
Гродно	Дятловский	138117	503195290	оп	Яцуки	Яцуки		Яцукі	53.57639	25.51111	
Гродно	Зельвенский	136802	306067852	ст	Зельва	Зельва		Зэльва	53.162224	24.800556	
Гродно	Зельвенский	136747	306067802	оп	Лебяды	Лебеди	Лебяды	Лебядзі	53.18722	24.697222	
Гродно	Зельвенский	136821	306067845	оп	Плетяничи	Плетяничи		Плецянічы	53.122223	24.95	
Гродно	Зельвенский	136817	2315175266	оп	Савичи	Савичи (Волковыск.)	Савичи	Савічы	53.17	24.627777	
Гродно	Зельвенский	136728	2789832826	оп	Старая Весь	Старая Весь		Старая Весь	53.1525	24.893333	
Гродно	Ивьевский	162313	271036651	оп	Березовцы	Березовцы		Бярэзаўцы	54.00139	25.713888	
Гродно	Ивьевский	162309	306067499	ст	Гавья	Гавья		Гаўя	53.97778	25.654167	
Гродно	Ивьевский	162417	306067534	оп	Довгердишки	Довгердишки		Даўгердзішкі	54.09111	25.966667	
Гродно	Ивьевский	162332	2313751583	оп	Князюковцы	Князиковцы		Князікоўцы	53.96528	25.559723	
Гродно	Ивьевский	162328	306067525	оп	Лобачи	Лобачи		Лабачы	54.033333	25.836111	
Гродно	Ивьевский	162402	306067530	ст	Юратишки	Юратишки		Юрацішкі	54.064445	25.918612	
Гродно	Ивьевский	162421	306068754	оп	Яхимовщина	Яхимовщина		Яхімаўшчына	54.120834	26.022223	
Гродно	Лидский	137542	271035342	оп	Белогруда	Белогруда		Белагруда	53.786945	25.180555	
Гродно	Лидский	137627	306067399	оп	Гончары	Гончары		Ганчары	53.73528	25.394444	
Гродно	Лидский	137701	306067663	ст	Гуды	Гуды		Гуды	53.958057	25.265278	
Гродно	Лидский	138009	306067375	ст	Гутно	Гутно		Гутна	53.916943	25.365278	
Гродно	Лидский	137557	1388966502	оп	Далёкий	Далёкие	Далёкий	Далёкія	53.822224	25.215279	
Гродно	Лидский	137631	271035510	оп	Дитва	Дитва		Дзітва	53.752777	25.383333	
Гродно	Лидский	137650	2767104513	оп	Дитрики	Дитрики		Дзітрыкі	53.698055	25.409166	
Гродно	Лидский	138013	306067451	оп	Кирьяновцы	Кирьяновцы		Кір'янаўцы	53.954166	25.509722	
Гродно	Лидский	137523	306067565	оп	Курган	Курган		Курган	53.749443	25.108889	
Гродно	Лидский	137608	306067705	ст	Лида	Лида		Ліда	53.88222	25.294445	
Гродно	Лидский	137612	306067377	ст	Минойты	Минойты		Мінойты	53.791668	25.36389	
Гродно	Лидский	138121	306067384	ст	Нёман	Неман		Нёман	53.671112	25.434723	
Гродно	Лидский	137716	2767236832	оп	Петюны	Петюны		Пецюны	54.056667	25.295834	
Гродно	Лидский	137538	306067562	оп	Поречаны	Поречаны		Парачаны	53.773056	25.144444	
Гродно	Лидский	137646	306067644	оп	Раклевцы	Раклёвцы		Раклёўцы	53.841667	25.2375	
Гродно	Лидский	137519	306067541	оп	Семашки	Семашки		Семашкі	53.72861	25.051666	
Гродно	Лидский	162347	2767449949	оп	Цверма	Цверма		Цверма	53.934723	25.444445	
Гродно	Мостовский	135439	578015351	оп	Дубно	Дубно		Дубна	53.460556	24.38889	
Гродно	Мостовский	135443	271034083	оп	Заполье	Заполье		Заполле	53.430557	24.458055	
Гродно	Мостовский	137218	306067780	оп	Кульшичи	Кульшичи		Кульшычы	53.38111	24.477777	
Гродно	Мостовский	137434	706177401	оп	Микелевщина	Микелевщина		Мікелеўшчына	53.470833	24.664444	
Гродно	Мостовский	137203	706177354	ст	Мосты	Мосты		Масты	53.429165	24.544445	
Гродно	Мостовский	137237	2779567193	оп	Старина	Старина		Старына	53.371944	24.467222	
Гродно	Мостовский	135424	578003861	ст	Черлёна	Черлёна		Чарлёна	53.497223	24.31611	
Гродно	Островецкий	163000	306068713	ст	Гудогай	Гудогай		Гудагай	54.59722	25.894444	
Гродно	Островецкий	163021	2731116199	оп	Каменка	Каменка		Каменка	54.57028	25.955555	
Гродно	Ошмянский	163104	306068681	ст	Ошмяны	Ошмяны		Ашмяны	54.530834	26.082777	
Гродно	Ошмянский	163015	306068696	оп	Скрестины	Скирстины	Скрестины	Скірсціны	54.55361	26.004168	
Гродно	Свислочский	135636	306067749	оп	Монтовты	Монтовты		Монтаўты	53.0925	24.26389	
Гродно	Свислочский	135640	2313751586	оп	Нестеровичи	Нестеровичи		Несцеравічы	53.0675	24.23	
Гродно	Свислочский	136225	306067753	оп	Рудавка	Рудавка		Рудаўка	53.10611	24.133612	
Гродно	Свислочский	135621	306067745	оп	Саки	Саки		Сакі	53.0575	24.205555	
Гродно	Свислочский	135602	306067750	ст	Свислочь	Свислочь		Свіслач	53.01611	24.07639	
Гродно	Свислочский	135617	306067752	оп	Свислочь	Свислочь-Посёлок		Свіслач-Пасёлак	53.029167	24.11111	
Гродно	Слонимский	136910	306067576	оп	Гриньки	Гринки	Гриньки	Грынкі	53.076946	25.151388	
Гродно	Слонимский	137035	306067412	оп	Исса	Исса		Іса	53.0775	25.4825	
Гродно	Слонимский	136930	2789832819	оп	Костени	Костени		Касцяні	53.06778	25.193333	
Гродно	Слонимский	136906	306067553	ст	Озерница	Озерница		Азярніца	53.08389	25.03389	
Гродно	Слонимский	137006	443932648	ст	Слоним	Слоним		Слонім	53.095833	25.345833	
Гродно	Слонимский	137010	306067588	оп	Фабричный	Фабричный		Фабрычны	53.077778	25.394444	
Гродно	Сморгонский	163316	271038592	оп	Белосельский	Белосельский		Беласельскі	54.4575	26.458334	
Гродно	Сморгонский	163212	271038193	оп	Гаути	Гаути		Гавуці	54.496113	26.269444	
Гродно	Сморгонский	163405	306068550	ст	Залесье	Залесье		Залессе	54.422222	26.543056	
Гродно	Сморгонский	163320	306068556	оп	Молодёжный	Молодёжный (Сморгонск.)	Молодёжный	Маладзёжны	54.47222	26.408333	
Гродно	Сморгонский	163301	1390823768	ст	Сморгонь	Сморгонь		Смаргонь	54.475	26.373611	
Гродно	Сморгонский	163208	306068567	ст	Солы	Солы		Солы	54.50861	26.1925	
Гродно	Щучинский	137256	706177382	оп	Бобры	Бобра		Бобра	53.531944	24.745556	
Гродно	Щучинский	137415	306067798	оп	Желудок	Желудок		Жалудок	53.625	24.895834	
Гродно	Щучинский	137420	275446915	оп	Логвины	Логвины		Логвіны	53.594723	24.856388	
Гродно	Щучинский	137400	706146845	ст	Рожанка	Рожанка		Ражанка	53.558056	24.79139	
Гродно	Щучинский	137504	2467061054	ст	Скрибовцы	Скрибовцы		Скрыбаўцы	53.691944	24.99	
Гродно	Щучинский	137241	2452342000	оп	Турья	Турья		Тур'я	53.508335	24.725	
Гродно	Щучинский	137561	1287714146	оп	Халечино	Халечино		Халечына	53.668056	24.958334	
Гродно		135301	320670207	ст	Аульс	Аульс		Аульс	53.675	23.95861	
Гродно		135208	495217687	ст	Гродно	Гродно		Гродна	53.6875	23.850277	
Гродно		137913	2767236829	оп	Ёткишки	Ёткишки		Ёткішкі	0	0	
Гродно		134703	320409917	ст	Лососно	Лососно		Ласосна	53.65139	23.802778	
Гродно		135354	2778875777	оп	Полесский Парк	Полесский Парк		Палескі Парк	53.69389	23.866667	
Гродно		135299	468462440	оп	Пригородный	Пригородный		Прыгарадны	53.66139	23.8225	
Минск	Борисовский	141410	306067895	оп	Березина	Березина (Борисов)	Березина	Бярэзіна	54.240833	28.555	
Минск	Борисовский	141406	306067893	ст	Борисов	Борисов		Барысаў	54.219444	28.533056	
Минск	Борисовский	141514	306067959	оп	Замужанье	Замужанье		Замужанне	54.251667	28.788889	
Минск	Борисовский	141529	2316495222	оп	Неманица	Неманица		Неманіца	54.252224	28.6	
Минск	Борисовский	141500	306067969	ст	Новосады	Новосады		Навасады	54.25	28.703056	
Минск	Борисовский	141321	1270159513	оп	Печинский	Печинский		Пячынскі	54.18611	28.471666	
Минск	Борисовский	141603	306067951	ст	Приямино	Приямино		Прыяміна	54.27611	28.839167	
