from	to
Пищекомбинат	Пищекомбинат
пл. Бангалор	пл. Бангалор
пл. Казинца	пл. Казинца
пл. Орджоникидзе	пл. Орджоникидзе
Платонова	Платонова
Плашево	Плашево
Плебанишки	Плебанишки
Плеханова	Плеханова
Плодовощесервис	Плодовощесервис
Плодоовощной комбинат	Плодоовощной комбинат
площадь Ванеева	площадь Ванеева
площадь Гагарина	площадь Гагарина
площадь Декабристов	площадь Декабристов
площадь имени Ленина	площадь имени Ленина
площадь Казинца	площадь Казинца
площадь Калинина	площадь Калинина
площадь Кирова	площадь Кирова
площадь Космонавтов	площадь Космонавтов
площадь Ленина	площадь Ленина
Площадь Ленина	Площадь Ленина
площадь Мясникова	площадь Мясникова
Площадь Мясникова	Площадь Мясникова
площадь Независимости	площадь Независимости
площадь Освободителей	площадь Освободителей
площадь Победы	площадь Победы
Площадь Победы	Площадь Победы
Площадь Примостовая	Площадь Примостовая
площадь Свободы	площадь Свободы
Площадь Свободы	Площадь Свободы
площадь Старое место	площадь Старое место
Площадь Танкистов	Площадь Танкистов
площадь Якуба Коласа	площадь Якуба Коласа
ПМК-105	ПМК-105
ПМК-25	ПМК-25
ПМК-256	ПМК-256
ПМК-32	ПМК-32
ПМК 64	ПМК 64
ПМК-64	ПМК-64
ПМК-71	ПМК-71
Победителей просп.	Победителей просп.
Победоносная улица	Победоносная улица
Победы	Победы
пов. Александровка	пов. Александровка
пов. Андреевка	пов. Андреевка
пов. Безуев	пов. Безуев
пов.Борхов	пов.Борхов
пов.Будка Шибенка	пов.Будка Шибенка
пов. Вербицкие	пов. Вербицкие
пов.Деражня	пов.Деражня
пов. Дунай	пов. Дунай
пов.Осветник	пов.Осветник
пов. Пасека	пов. Пасека
пов. Ровенская слобода	пов. Ровенская слобода
пов. Ровное	пов. Ровное
пов. Свиридовичи	пов. Свиридовичи
пов. Смагорин	пов. Смагорин
пов.Солтаново	пов.Солтаново
пов.Стасевка	пов.Стасевка
поворот	поворот
поворот Ивановка	поворот Ивановка
поворот Колодищи	поворот Колодищи
поворот Красноземье	поворот Красноземье
поворот На. Шепели	поворот На. Шепели
поворот на "Чижовку"	поворот на "Чижовку"
Поворот на Богуты	Поворот на Богуты
поворот на Вишневку	поворот на Вишневку
поворот на Глебколвичи	поворот на Глебколвичи
Поворот на Горбаты	Поворот на Горбаты
поворот на Городок	поворот на Городок
Поворот на д. Севруки	Поворот на д. Севруки
поворот на Дегтяревку	поворот на Дегтяревку
Поворот на Дегтяревку	Поворот на Дегтяревку
поворот на Колодищи	поворот на Колодищи
поворот на Колядичи	поворот на Колядичи
Поворот на Логойск	Поворот на Логойск
Поворот на Ляды	Поворот на Ляды
поворот на Малиновку	поворот на Малиновку
поворот на Мачулищи	поворот на Мачулищи
поворот на Минскрыбпром	поворот на Минскрыбпром
Поворот на мясокомбинат	Поворот на мясокомбинат
поворот на Новый двор	поворот на Новый двор
поворот на Обчак	поворот на Обчак
Поворот на Октябрьский	Поворот на Октябрьский
поворот на Рахманьки	поворот на Рахманьки
поворот на Сельхоз посёлок "Большевик"	поворот на Сельхоз посёлок "Большевик"
поворот на Сосны	поворот на Сосны
Поворот на филиал БГУ	Поворот на филиал БГУ
поворот на Химы	поворот на Химы
поворот на Чуриловичи	поворот на Чуриловичи
поворот на Шабаны	поворот на Шабаны
Поворот на Яченку	Поворот на Яченку
поворот Обчак	поворот Обчак
поворот Озеро	поворот Озеро
поворот Прудище	поворот Прудище
Поворот Пхов	Поворот Пхов
поворот Узборье	поворот Узборье
поворот Ялча	поворот Ялча
Поворт к музею	Поворт к музею
Погораны	Погораны
Погост	Погост
Погребище	Погребище
Подбережье	Подбережье
Подгоpная	Подгоpная
Подгорная	Подгорная
Подгорная (ж/д мост)	Подгорная (ж/д мост)
Подгородская	Подгородская
Подзёрки	Подзёрки
Подкастельцы	Подкастельцы
Подолесье	Подолесье
Подсады	Подсады
Подсобное хозяйство	Подсобное хозяйство
Подстанция	Подстанция
Пожарная Часть	Пожарная Часть
Пожарное депо	Пожарное депо
Поклады	Поклады
Полевая	Полевая
Полевая улица	Полевая улица
Полесский Государственный Университет	Полесский Государственный Университет
Полигон	Полигон
поликлиника	поликлиника
Поликлиника	Поликлиника
поликлиника, №16	поликлиника, №16
Поликлиника БМЗ	Поликлиника БМЗ
поликлиника Железнодоpожная	поликлиника Железнодоpожная
Поликлиника Калинина	Поликлиника Калинина
поликлиника №1	поликлиника №1
Поликлиника № 1	Поликлиника № 1
поликлиника №11	поликлиника №11
поликлиника №12	поликлиника №12
Поликлиника № 14	Поликлиника № 14
Поликлиника №18	Поликлиника №18
поликлиника №2	поликлиника №2
Поликлиника №2	Поликлиника №2
поликлиника №25	поликлиника №25
поликлиника №26	поликлиника №26
поликлиника №2 дет.	поликлиника №2 дет.
Поликлиника №36	Поликлиника №36
Поликлиника №4	Поликлиника №4
поликлиника №5	поликлиника №5
Поликлиника №5	Поликлиника №5
Поликлиника №6	Поликлиника №6
Поликлиника №7	Поликлиника №7
поликлиника №8	поликлиника №8
Политехнический колледж	Политехнический колледж
Половинный Лог	Половинный Лог
Полоцкий рынок	Полоцкий рынок
Полыковичи-1	Полыковичи-1
Полыковичское Поле	Полыковичское Поле
Полыковичское Шоосе	Полыковичское Шоосе
Поляи	Поляи
Пономаренко	Пономаренко
Поплавы	Поплавы
Попова ул.	Попова ул.
Порозово	Порозово
Пороховня	Пороховня
Портовая	Портовая
Поршни	Поршни
пос. Березина	пос. Березина
пос. Березовичи	пос. Березовичи
пос. Восточный	пос. Восточный
пос. Гатово	пос. Гатово
пос. Ильича	пос. Ильича
пос. Любуж	пос. Любуж
пос. Озерище	пос. Озерище
пос. Пионерский	пос. Пионерский
пос. Сокол	пос. Сокол
пос. Сосны	пос. Сосны
пос. Стайки	пос. Стайки
пос. Юбилейный	пос. Юбилейный
посёлок "Полимировский"	посёлок "Полимировский"
Посёлок Билево	Посёлок Билево
Поселок Дружба	Поселок Дружба
Посёлок Дружба	Посёлок Дружба
посёлок Звезда	посёлок Звезда
Посёлок Лужесно	Посёлок Лужесно
Пост ГАИ	Пост ГАИ
по Требованию	по Требованию
почта	почта
Почта	Почта
Почтовая улица	Почтовая улица
ПО Электромодуль	ПО Электромодуль
Празники	Празники
Предприятие «Белвитунифарм»	Предприятие «Белвитунифарм»
Предприятие «Витязь»	Предприятие «Витязь»
Предприятие «Лада-сервис»	Предприятие «Лада-сервис»
Предприятие «Эвистор»	Предприятие «Эвистор»
Предприятие Общества Слепых	Предприятие Общества Слепых
Предприятие по Озеленению	Предприятие по Озеленению
Предприятие СтанкоГомель	Предприятие СтанкоГомель
Прибор магазин	Прибор магазин
Приборостроительный завод	Приборостроительный завод
Привокзальная улица	Привокзальная улица
Привольный	Привольный
Пригородная	Пригородная
Пригородная-1	Пригородная-1
Пригородная-2	Пригородная-2
Пригородная улица	Пригородная улица
Пригородный вокзал	Пригородный вокзал
Приднестровский	Приднестровский
Присно-1	Присно-1
Пристань	Пристань
Притыцкого	Притыцкого
Приют для бездомных животных	Приют для бездомных животных
Прогресс	Прогресс
Продуктовый рынок	Продуктовый рынок
проезд Голодеда	проезд Голодеда
Проезд Куйбышевский	Проезд Куйбышевский
Проектные мастерские	Проектные мастерские
Проектный институт	Проектный институт
Производственный комбинат	Производственный комбинат
производство "Автоагрегатов"	производство "Автоагрегатов"
Прокуды	Прокуды
Пролетарская	Пролетарская
Пролетарская площадь	Пролетарская площадь
Пролетарская улица	Пролетарская улица
Промстройбанк	Промстройбанк
Промузел "Западный"	Промузел "Западный"
Промышленный переулок	Промышленный переулок
Прорезная	Прорезная
Проскурни 1	Проскурни 1
Проскурни 2	Проскурни 2
Проскурни 3	Проскурни 3
просп. Победы	просп. Победы
проспект Димитрова	проспект Димитрова
проспект Клецкова	проспект Клецкова
проспект Космонавтов	проспект Космонавтов
Проспект Людникова	Проспект Людникова
проспект Машерова	проспект Машерова
проспект Мира	проспект Мира
проспект Независимости	проспект Независимости
проспект Октября	проспект Октября
Проспект Победы	Проспект Победы
проспект Пушкина	проспект Пушкина
проспект Республики	проспект Республики
Проспект Речицкий	Проспект Речицкий
проспект Строителей	проспект Строителей
Проспект Строителей	Проспект Строителей
проспект Шмидта	проспект Шмидта
проспект Янки Купалы	проспект Янки Купалы
Протасова	Протасова
Протасовщина	Протасовщина
Протезно-ортопедический центр	Протезно-ортопедический центр
Профессиональный лицей №9	Профессиональный лицей №9
Профтехколледж	Профтехколледж
Проффесиональный лицей №5	Проффесиональный лицей №5
проходная	проходная
пр-т Дзержинского	пр-т Дзержинского
Прудцы	Прудцы
Прушинских	Прушинских
Прушинских, 62	Прушинских, 62
Птичанское	Птичанское
ПТУ	ПТУ
Пугачево	Пугачево
Пулихова	Пулихова
Путепровод	Путепровод
Путилово	Путилово
Пуховичи	Пуховичи
Пушкина	Пушкина
Пушкина просп.	Пушкина просп.
Пуща	Пуща
ПЭС	ПЭС
Пятевщина	Пятевщина
р. Люксембург	р. Люксембург
Рабочий посёлок	Рабочий посёлок
Радиальная	Радиальная
Радиаторный завод	Радиаторный завод
Радиаторный Завод	Радиаторный Завод
Радиоволна	Радиоволна
Радиозавод	Радиозавод
Радиоцентр	Радиоцентр
Радищева	Радищева
Радуга	Радуга
Радужная улица	Радужная улица
Развилка	Развилка
Развоpотное кольцо Фатина	Развоpотное кольцо Фатина
Райагропромтехника	Райагропромтехника
Райагросервис	Райагросервис
Райбольница	Райбольница
Райзаг	Райзаг
Райисполком	Райисполком
Районная больница	Районная больница
Районные электрические сети	Районные электрические сети
Райсельхозтехника	Райсельхозтехника
Райста	Райста
Раков	Раков
Раковичи	Раковичи
Рассветная	Рассветная
Ратичи	Ратичи
Ратон	Ратон
Ратуша	Ратуша
Раубичи	Раубичи
Рафиева	Рафиева
РБУ	РБУ
РДК	РДК
Революционная	Революционная
Резы	Резы
река Сож	река Сож
Реконструктор	Реконструктор
Рекорд	Рекорд
Рельки	Рельки
Рембыттехника	Рембыттехника
Ремзавод	Ремзавод
Республиканская	Республиканская
Республиканский Центр Тенниса	Республиканский Центр Тенниса
ресторан "Ясень"	ресторан "Ясень"
Речица	Речица
Речная	Речная
Речной порт	Речной порт
Ржавец	Ржавец
Ржище	Ржище
РИТМ	РИТМ
Рогачёвская улица	Рогачёвская улица
Рогозна	Рогозна
Роддом	Роддом
Родильный дом	Родильный дом
Розы Люксембург	Розы Люксембург
Романовская Слобода	Романовская Слобода
Романовская Слобода ул.	Романовская Слобода ул.
Россь	Россь
РСУ–2	РСУ–2
РТИ (по ул. Орджоникидзе)	РТИ (по ул. Орджоникидзе)
Руба	Руба
Руденск	Руденск
Рудня	Рудня
Румлёво	Румлёво
Румлёвский проспект	Румлёвский проспект
РУП Завод "Электpодвигатель"	РУП Завод "Электpодвигатель"
Руссиянова	Руссиянова
Руткевичи	Руткевичи
ручей	ручей
Рыбиновского	Рыбиновского
Рыбхоз "Альба"	Рыбхоз "Альба"
Рынак "Сонечны"	Рынак "Сонечны"
рынок	рынок
Рынок	Рынок
Рынок "Давыдовский"	Рынок "Давыдовский"
Рынок "Еловики"	Рынок "Еловики"
Рынок "Западный"	Рынок "Западный"
рынок "Северный"	рынок "Северный"
Рынок "Сельмашевский"	Рынок "Сельмашевский"
рынок "Солнечный"	рынок "Солнечный"
рынок Западный	рынок Западный
рынок Истпал	рынок Истпал
рынок Привоз	рынок Привоз
Рынок Привоз	Рынок Привоз
Рынок Славянский	Рынок Славянский
рынок Уручье-3	рынок Уручье-3
Рябиновая	Рябиновая
Рябиновая улица	Рябиновая улица
Рясно	Рясно
с/т "Текстильщик"	с/т "Текстильщик"
С/т Вишневка	С/т Вишневка
С/т Зелёный Бор	С/т Зелёный Бор
с/х Индустрия	с/х Индустрия
С/х Подолесье	С/х Подолесье
С. Ковалевской пер.	С. Ковалевской пер.
Сpедняя школа №15	Сpедняя школа №15
Савиничи	Савиничи
Савушкин продукт	Савушкин продукт
Сад. Тов. Ольговское	Сад. Тов. Ольговское
Сады	Сады
салон проката	салон проката
Салют	Салют
Санаторий "Неман"	Санаторий "Неман"
санаторий им. Ленина	санаторий им. Ленина
Санстанция	Санстанция
Санта	Санта
Саска-Липка	Саска-Липка
Сахоненки	Сахоненки
Сберкасса	Сберкасса
Свердлова	Свердлова
Свердлова 31	Свердлова 31
Свердлова 62	Свердлова 62
Светлая	Светлая
Светлогорское шоссе	Светлогорское шоссе
Свиридовичи	Свиридовичи
Свислочь	Свислочь
Свободная экономическая зона	Свободная экономическая зона
Святица	Святица
Свято-Троицкий храм	Свято-Троицкий храм
Севастопольский парк	Севастопольский парк
Северная	Северная
Северный посёлок	Северный посёлок
Седых	Седых
Сейсмотехника	Сейсмотехника
Секерка	Секерка
Секунда	Секунда
Селицкого	Селицкого
Селицкого, 105	Селицкого, 105
Селицкого, 11	Селицкого, 11
Селицкого 11	Селицкого 11
Сельзозхимия	Сельзозхимия
Сельмаш	Сельмаш
Сельпо	Сельпо
Сельская	Сельская
Сельхозлицей	Сельхозлицей
Сельхозтехника	Сельхозтехника
Селянская	Селянская
Семашко	Семашко
Семёнова	Семёнова
Семеняко	Семеняко
Семерники	Семерники
Семисалова	Семисалова
Сендайский сквер	Сендайский сквер
Сендайский Сквер	Сендайский Сквер
Сеница (Церковь)	Сеница (Церковь)
Сенница	Сенница
Сенница (Церковь)	Сенница (Церковь)
сервисный Центр	сервисный Центр
Сердича	Сердича
Сердича Д.	Сердича Д.
Сердича Д. ул.	Сердича Д. ул.
Серебрянка	Серебрянка
Серебрянка-3	Серебрянка-3
Серебрянка-6	Серебрянка-6
Серебрянка-9	Серебрянка-9
Серова	Серова
Сивакова	Сивакова
Сикорского	Сикорского
Силикатный переулок	Силикатный переулок
Силикатных Изделий к-Т	Силикатных Изделий к-Т
Силичи	Силичи
Симаково	Симаково
Синицы	Синицы
Ситиспецстрой	Ситиспецстрой
Ск "Виктория"	Ск "Виктория"
Сквер	Сквер
Сквер Иконникова	Сквер Иконникова
Сквер памяти войнов афганцев	Сквер памяти войнов афганцев
СКГШ	СКГШ
Скрипникова	Скрипникова
Скрипочка	Скрипочка
Скрипочка 1	Скрипочка 1
Скрыдлево	Скрыдлево
Славинского	Славинского
Славянская улица	Славянская улица
Славянский рынок	Славянский рынок
Слаговище	Слаговище
Слепянка	Слепянка
Слобода	Слобода
Слободка	Слободка
Слободская	Слободская
Слободская улица	Слободская улица
Слободской проезд	Слободской проезд
Слуцкой В. ул.	Слуцкой В. ул.
Смиловичи	Смиловичи
Смирнова	Смирнова
Смогоровка	Смогоровка
Смоленская	Смоленская
Смоленская улица	Смоленская улица
Смоленский рынок	Смоленский рынок
Смольница	Смольница
Смородино	Смородино
Смт-30	Смт-30
Снежкова	Снежкова
собор	собор
Собор	Собор
Советская	Советская
Советская (Авт. №201)	Советская (Авт. №201)
Советская площадь	Советская площадь
Советская улица	Советская улица
Советский	Советский
Советский переулок	Советский переулок
совхоз Припять	совхоз Припять
Совхоз Припять	Совхоз Припять
Сокол	Сокол
Сокольники	Сокольники
Соколянский переулок	Соколянский переулок
Солнечная	Солнечная
Соломенная улица	Соломенная улица
Соломинка	Соломинка
Солтыса	Солтыса
СООО «Марко»	СООО «Марко»
Соржица	Соржица
Сороковичи	Сороковичи
Сорочино	Сорочино
Сортучасток	Сортучасток
Соседи универсам	Соседи универсам
Сосновая	Сосновая
Сосновая улица	Сосновая улица
Сосновый	Сосновый
Сосновый Бор	Сосновый Бор
Сосны	Сосны
СП "Теста"	СП "Теста"
Спецавтобаза	Спецавтобаза
Спецавтотехника	Спецавтотехника
Спмк-130	Спмк-130
СП ООО Трайпл	СП ООО Трайпл
Спортивная ст.м.	Спортивная ст.м.
Спортивная школа	Спортивная школа
Спортивно-Стрелковый комплекс	Спортивно-Стрелковый комплекс
Спортклуб	Спортклуб
спорткомплекс	спорткомплекс
Спортшкола	Спортшкола
СПТУ-67	СПТУ-67
средняя школа №14	средняя школа №14
Средняя школа №3	Средняя школа №3
ст. Аэрации	ст. Аэрации
ст. Ждановичи	ст. Ждановичи
ст.м. "Восток"	ст.м. "Восток"
ст. М. "Восток"	ст. М. "Восток"
ст.м. "Партизанская"	ст.м. "Партизанская"
ст.м. "Петровщина"	ст.м. "Петровщина"
ст.м. Автозаводская	ст.м. Автозаводская
ст. М. Автозаводская	ст. М. Автозаводская
ст. М. Академия Наук	ст. М. Академия Наук
ст. М. институт Культуры	ст. М. институт Культуры
ст. М. Каменная Горка	ст. М. Каменная Горка
ст.м. Кунцевщина	ст.м. Кунцевщина
Ст.м. Малиновка	Ст.м. Малиновка
ст. м. Михалово	ст. м. Михалово
ст.м. Могилёвская	ст.м. Могилёвская
ст.м. Московская	ст.м. Московская
ст. М. Немига	ст. М. Немига
ст. М. Октябрьская	ст. М. Октябрьская
ст. М. парк Челюскинцев	ст. М. парк Челюскинцев
ст. М. Первомайская	ст. М. Первомайская
Ст. м. Первомайская	Ст. м. Первомайская
ст.м. Пушкинская	ст.м. Пушкинская
ст. М. Уручье	ст. М. Уручье
ст.м. Фрунзенская	ст.м. Фрунзенская
ст. М. Челюскинцев	ст. М. Челюскинцев
ст. М. Я. Коласа	ст. М. Я. Коласа
ст. Минск Южный ж/д	ст. Минск Южный ж/д
ст. Могилёв-2	ст. Могилёв-2
ст. Радошковичи	ст. Радошковичи
ст. Тёмный Лес	ст. Тёмный Лес
ст. Тимковичи	ст. Тимковичи
стадион	стадион
стадион "Спартак"	стадион "Спартак"
стадион "Строитель"	стадион "Строитель"
Стадион "Строитель"	Стадион "Строитель"
стадион "Шахтер"	стадион "Шахтер"
Стадион «Динамо»	Стадион «Динамо»
стадион Локомотив	стадион Локомотив
стадион Трактор	стадион Трактор
Стадыён "Гомсельмаш"	Стадыён "Гомсельмаш"
Станево	Станево
Станкевича	Станкевича
Станкозавод	Станкозавод
Станция "Бобруйск"	Станция "Бобруйск"
станция Березина	станция Березина
Станция Гудогай	Станция Гудогай
станция Диагностики	станция Диагностики
Станция Лужесно	Станция Лужесно
Станция Лучёса	Станция Лучёса
станция метро "Грушевка"	станция метро "Грушевка"
станция метро "Тракторный завод"	станция метро "Тракторный завод"
станция Метро Московская	станция Метро Московская
станция Рожанка	станция Рожанка
Старина	Старина
Стариновская	Стариновская
Стародубка	Стародубка
Стародука	Стародука
Старокрасное	Старокрасное
Старый Пруд	Старый Пруд
Стасево	Стасево
Стафеева	Стафеева
Стахановская	Стахановская
Стебенева	Стебенева
Стеклозавод	Стеклозавод
Степанково	Степанково
Степянка (высадка пассажиров)	Степянка (высадка пассажиров)
Степянка (посадка пассажиров)	Степянка (посадка пассажиров)
Стиклево	Стиклево
СТО	СТО
СТО-2	СТО-2
Столетова	Столетова
Стоматологическая поликлиника	Стоматологическая поликлиника
стоматология	стоматология
Страконицкий бульвар	Страконицкий бульвар
Стрелковый переулок	Стрелковый переулок
Стрельцы	Стрельцы
Строителей	Строителей
Строитель	Строитель
Строительная	Строительная
Строительно-выставочный комплекс	Строительно-выставочный комплекс
Строительный колледж	Строительный колледж
Строительный лицей	Строительный лицей
Строительный рынок	Строительный рынок
стройматериалы магазин	стройматериалы магазин
Струпино	Струпино
Студёнка	Студёнка
Студенческая	Студенческая
Суворова	Суворова
Судмедэкспертиза	Судмедэкспертиза
Суйково	Суйково
Сумароково	Сумароково
Сурганова	Сурганова
Су ТЭЦ-2	Су ТЭЦ-2
Сухарево-2	Сухарево-2
Сухарево-3	Сухарево-3
Сухарево-4 микрорайон	Сухарево-4 микрорайон
Сухарево-5	Сухарево-5
Сухарево-6	Сухарево-6
Сухаревская	Сухаревская
Сухаревская, 17	Сухаревская, 17
Сухая Гора	Сухая Гора
Сухого	Сухого
Суходолы	Суходолы
Сухорево-4 микрорайон	Сухорево-4 микрорайон
Сухорукие	Сухорукие
Схт	Схт
СШ 45	СШ 45
СШ 5	СШ 5
СШ-9	СШ-9
СШ №1	СШ №1
СШ №13	СШ №13
СШ №14	СШ №14
СШ №2	СШ №2
СШ № 27	СШ № 27
СШ № 28	СШ № 28
СШ № 36	СШ № 36
СШ №37	СШ №37
СШ№4	СШ№4
СШ №4	СШ №4
СШ№5	СШ№5
СШ №5	СШ №5
СШ №8	СШ №8
СЭЗ	СЭЗ
Сябровская	Сябровская
Табачная фабрика	Табачная фабрика
Тавлая	Тавлая
Тадулино	Тадулино
Таллинн универсам	Таллинн универсам
Танк	Танк
Танковая	Танковая
Тарасово-1	Тарасово-1
Тарасово-2	Тарасово-2
Тарный завод	Тарный завод
Тарусичи	Тарусичи
Татарка	Татарка
Ташкенский проезд	Ташкенский проезд
Ташкентская	Ташкентская
ТД «Омега»	ТД «Омега»
ТД Баден	ТД Баден
ТД Молодечномебель	ТД Молодечномебель
ТД Уручье	ТД Уручье
Театр	Театр
театр "Батлейка"	театр "Батлейка"
Текстильная фабрика	Текстильная фабрика
Телеателье	Телеателье
Телевышка	Телевышка
Телеши	Телеши
Телешовщина	Телешовщина
Тенистая	Тенистая
Тепличный комбинат	Тепличный комбинат
Тереничи	Тереничи
Термопласт	Термопласт
Тетёрки	Тетёрки
техникум	техникум
Техникум	Техникум
технический Университет	технический Университет
Технологическая	Технологическая
Технологический университет	Технологический университет
Технологический Университет	Технологический Университет
Тимоново	Тимоново
Тимошенко	Тимошенко
Тиражная	Тиражная
Тирасполь	Тирасполь
Титовка	Титовка
Тишковщина	Тишковщина
Тоpговый Дом "Атлант"	Тоpговый Дом "Атлант"
Тоpговый Центp "Кpынiца"	Тоpговый Центp "Кpынiца"
Товарная	Товарная
Товарная ст.	Товарная ст.
товары для Дома	товары для Дома
Толстого	Толстого
Тонкосуконный комбинат	Тонкосуконный комбинат
Топилишки	Топилишки
Торговое оборудование	Торговое оборудование
торговое предприятие "Лимож"	торговое предприятие "Лимож"
Торгово-экономический университет	Торгово-экономический университет
Торговый дом "Речицкий"	Торговый дом "Речицкий"
Торговый колледж	Торговый колледж
Торговый центр	Торговый центр
Торговый Центр	Торговый Центр
Торговый центр "Восток"	Торговый центр "Восток"
Торговый Центр "Кирмаш"	Торговый Центр "Кирмаш"
Торговый центр «Кирмаш»	Торговый центр «Кирмаш»
Торговый Центр «Кирмаш»	Торговый Центр «Кирмаш»
Транзистор Завод	Транзистор Завод
Транспортная	Транспортная
Транспортный цех	Транспортный цех
Трикотажная фабрика	Трикотажная фабрика
Трикотпжная фабрика	Трикотпжная фабрика
Троллейбусная	Троллейбусная
Троллейбусное кольцо	Троллейбусное кольцо
Троллейбусное управление	Троллейбусное управление
Троллейбусный парк	Троллейбусный парк
Трудовая улица	Трудовая улица
Труханова	Труханова
Тубдиспансер	Тубдиспансер
Тулово	Тулово
Тулово-1	Тулово-1
Туловская	Туловская
Турбаза «Лосвидо»	Турбаза «Лосвидо»
Турова	Турова
Турья	Турья
Тухачевского	Тухачевского
Туховичи	Туховичи
ТЦ "Ома"	ТЦ "Ома"
ТЦ «Корона»	ТЦ «Корона»
ТЦ Гиппо	ТЦ Гиппо
ТЦ Корона	ТЦ Корона
ТЦ Ома	ТЦ Ома
ТЭЦ	ТЭЦ
ТЭЦ 2	ТЭЦ 2
ТЭЦ-2	ТЭЦ-2
ТЭЦ-3	ТЭЦ-3
Уборевича	Уборевича
Уборевича ул., 40	Уборевича ул., 40
Ужлятино	Ужлятино
узел связи	узел связи
ул. Ак. Павлова	ул. Ак. Павлова
ул. Аэродромная	ул. Аэродромная
ул. Б. Шахтёров	ул. Б. Шахтёров
ул. Батова	ул. Батова
ул. Бачило	ул. Бачило
ул. Береговая	ул. Береговая
ул. Берута	ул. Берута
ул. Богданчука	ул. Богданчука
ул. Бровки	ул. Бровки
ул. Бумажкова	ул. Бумажкова
ул. Волынца	ул. Волынца
ул. Героев Подпольщиков	ул. Героев Подпольщиков
ул. Гоголя	ул. Гоголя
ул. Горелика	ул. Горелика
ул. Грицевца	ул. Грицевца
ул. Дзержинского	ул. Дзержинского
ул. Димитрова	ул. Димитрова
ул. Ермака	ул. Ермака
ул. Ефремова	ул. Ефремова
ул. Интернациональная	ул. Интернациональная
ул. К. Острожского	ул. К. Острожского
ул. Калинина	ул. Калинина
ул. Карповича	ул. Карповича
ул. Каруся Каганца	ул. Каруся Каганца
ул. Кирова	ул. Кирова
ул.  Кирова	ул.  Кирова
ул. Кирпичная	ул. Кирпичная
ул. Клубная	ул. Клубная
ул. Комбинатская	ул. Комбинатская
ул. Ленина	ул. Ленина
ул. Ленина 195	ул. Ленина 195
ул. Ленина 25	ул. Ленина 25
ул. Ленина 36	ул. Ленина 36
ул. Лидская	ул. Лидская
ул. Минина	ул. Минина
ул. Минская	ул. Минская
ул. Набережная	ул. Набережная
ул. Наполеона Орды	ул. Наполеона Орды
ул. Неманская	ул. Неманская
ул. Новокрайняя	ул. Новокрайняя
ул. Октябрьская-2	ул. Октябрьская-2
ул. Орджоникидзе	ул. Орджоникидзе
ул. Орловского	ул. Орловского
ул. Основателей	ул. Основателей
ул. Островского	ул. Островского
ул. П. Бровки	ул. П. Бровки
ул. П. Глебки	ул. П. Глебки
ул. П. Глебки, 120	ул. П. Глебки, 120
ул. Панфилова	ул. Панфилова
ул. Панченко Пимена	ул. Панченко Пимена
ул. Парковая	ул. Парковая
ул. Полесская	ул. Полесская
ул. Пролетарская	ул. Пролетарская
ул. Путейская	ул. Путейская
ул. Пушкина	ул. Пушкина
ул. Ревинского	ул. Ревинского
ул. Рокоссовского	ул. Рокоссовского
ул. Ручейная	ул. Ручейная
ул. Светлогорская	ул. Светлогорская
ул. Семашко, 14	ул. Семашко, 14
ул. Сикорского	ул. Сикорского
ул. Слепнёва	ул. Слепнёва
ул. Спартаковская	ул. Спартаковская
Ул. Строителей	Ул. Строителей
ул. Тимофеенко	ул. Тимофеенко
ул. Ульяновская	ул. Ульяновская
ул. Урицкого	ул. Урицкого
ул. Урицкого (хлебзавод)	ул. Урицкого (хлебзавод)
ул. Фурманова	ул. Фурманова
ул. Хвойная	ул. Хвойная
ул. Холмогорская	ул. Холмогорская
ул. Чечерская	ул. Чечерская
ул. Чижевских	ул. Чижевских
ул. Чонгарская	ул. Чонгарская
ул. Чонгарской дивизии	ул. Чонгарской дивизии
ул. Чонграрской дивизии	ул. Чонграрской дивизии
ул. Шинная	ул. Шинная
ул. Шмидта	ул. Шмидта
ул. Шпилевского	ул. Шпилевского
ул. Щорса	ул. Щорса
ул. Энергетиков	ул. Энергетиков
ул. Я. Дроздовича	ул. Я. Дроздовича
ул. Я. Лучины	ул. Я. Лучины
ул. Якуба Коласа	ул. Якуба Коласа
ул. Яна Чачота	ул. Яна Чачота
ул. Яна Чечота	ул. Яна Чечота
Улановичи-1	Улановичи-1
улица "9 Мая"	улица "9 Мая"
улица "Международная"	улица "Международная"
Улица 14-я Полоцкая	Улица 14-я Полоцкая
Улица 39-й Армии	Улица 39-й Армии
улица 40 лет Победы	улица 40 лет Победы
улица 50 лет заводу Гомсельмаш	улица 50 лет заводу Гомсельмаш
улица 60 лет СССР	улица 60 лет СССР
Улица 6-я Стадионная	Улица 6-я Стадионная
улица 8 Марта	улица 8 Марта
улица Амшея	улица Амшея
улица Аннаева	улица Аннаева
улица Асаналиева	улица Асаналиева
улица Бабушкина	улица Бабушкина
улица Багратиона	улица Багратиона
улица Бакунина	улица Бакунина
улица Белинского	улица Белинского
улица Белые Росы	улица Белые Росы
улица Бельского	улица Бельского
Улица Берестеня	Улица Берестеня
улица Бернадского	улица Бернадского
улица Бирюзова	улица Бирюзова
улица Богданова	улица Богданова
улица Богуцкого	улица Богуцкого
улица Болдина	улица Болдина
улица Бориса Царикова	улица Бориса Царикова
улица Борисенко	улица Борисенко
улица Боричевского	улица Боричевского
улица Брикеля	улица Брикеля
улица Будённого	улица Будённого
Улица Бумажкова	Улица Бумажкова
